4.936954677104949951e-01,5.774380564689636230e-01,2.709034681320190430e-01,1.728940010070800781e+00,1.792861521244049072e-01,-2.948328852653503418e-01,-3.258545100688934326e-01,-2.881051003932952881e-01,-2.883253991603851318e-01,-5.966337770223617554e-02,7.488210499286651611e-02,1.744261384010314941e-01,-1.225060746073722839e-01,2.330209910869598389e-01,3.635897934436798096e-01,5.453201532363891602e-01,-4.356363043189048767e-02,6.909713149070739746e-01,2.426292300224304199e-01,3.556702435016632080e-01,5.261031985282897949e-01,4.285889863967895508e-01,9.936971589922904968e-03,5.186733007431030273e-01,5.217187404632568359e-01,6.634856462478637695e-01,7.564174532890319824e-01,-1.206063032150268555e-01,9.432839155197143555e-01,6.051862239837646484e-01
4.824821650981903076e-01,5.282074213027954102e-01,9.253434091806411743e-02,1.265309572219848633e+00,3.243052065372467041e-01,-1.099625110626220703e+00,-5.099861025810241699e-01,-8.401157706975936890e-02,-1.346485316753387451e-01,5.050174891948699951e-02,1.804588139057159424e-01,5.353578925132751465e-02,-2.049541324377059937e-01,5.760307908058166504e-01,6.252914667129516602e-01,6.963728070259094238e-01,3.585314750671386719e-01,7.166482806205749512e-01,4.691528677940368652e-01,5.228405594825744629e-01,6.201722621917724609e-01,5.849701166152954102e-01,2.077381014823913574e-01,6.095629930496215820e-01,6.378439068794250488e-01,7.186237573623657227e-01,9.992573261260986328e-01,-7.204353064298629761e-02,1.058991432189941406e+00,5.905714035034179688e-01
3.814755976200103760e-01,5.720884203910827637e-01,3.111774325370788574e-01,1.538204193115234375e+00,3.049468994140625000e-01,-4.442857503890991211e-01,-2.658463120460510254e-01,-5.690408349037170410e-01,-1.575154513120651245e-01,-7.040324807167053223e-02,1.103634014725685120e-01,6.720720231533050537e-02,2.201030850410461426e-01,3.968079686164855957e-01,5.040580630302429199e-01,5.270863771438598633e-01,1.359367817640304565e-01,8.917773962020874023e-01,5.013487339019775391e-01,5.129303336143493652e-01,5.253918766975402832e-01,5.248513817787170410e-01,9.549949318170547485e-02,6.577166914939880371e-01,6.281386017799377441e-01,6.648225188255310059e-01,6.881014704704284668e-01,8.072957396507263184e-02,8.536165952682495117e-01,6.539722084999084473e-01
3.004197776317596436e-01,6.030690073966979980e-01,1.506274789571762085e-01,1.514010429382324219e+00,5.659435391426086426e-01,-4.199311733245849609e-01,-4.860853850841522217e-01,-6.780763268470764160e-01,-3.254572302103042603e-02,1.032018512487411499e-01,1.178678348660469055e-01,1.406538188457489014e-01,1.788249611854553223e-01,4.561265707015991211e-01,5.273182392120361328e-01,8.010649085044860840e-01,1.246223747730255127e-01,8.455397486686706543e-01,5.042148828506469727e-01,6.590970754623413086e-01,7.102495431900024414e-01,8.531000614166259766e-01,9.155800193548202515e-02,6.403012275695800781e-01,7.189422249794006348e-01,7.390768527984619141e-01,8.945963382720947266e-01,7.379673421382904053e-02,9.436855316162109375e-01,5.609586834907531738e-01
3.406702876091003418e-01,6.270989775657653809e-01,3.387556076049804688e-01,1.553151011466979980e+00,3.582679629325866699e-01,-7.664577960968017578e-01,-4.211557209491729736e-01,-4.017436206340789795e-01,-9.630614519119262695e-02,6.427153479307889938e-03,1.206137463450431824e-01,2.914364077150821686e-02,2.505935430526733398e-01,5.670223236083984375e-01,7.000785470008850098e-01,7.795242071151733398e-01,2.166154235601425171e-01,8.778747916221618652e-01,5.785179734230041504e-01,5.941889286041259766e-01,5.762484073638916016e-01,6.626263856887817383e-01,1.248942315578460693e-01,6.889250874519348145e-01,6.613665223121643066e-01,6.627246141433715820e-01,7.374526262283325195e-01,1.231863647699356079e-01,9.210709333419799805e-01,6.342892646789550781e-01
4.320062994956970215e-01,4.625476300716400146e-01,2.452467679977416992e-01,1.527070999145507812e+00,4.586570337414741516e-02,2.478651255369186401e-01,-3.909178078174591064e-01,-4.574694335460662842e-01,2.748093008995056152e-02,-8.281647227704524994e-03,1.413330286741256714e-01,2.494885176420211792e-01,1.626168489456176758e-01,1.605086475610733032e-01,5.029628872871398926e-01,7.305241823196411133e-01,1.963214725255966187e-01,5.667088031768798828e-01,4.073160886764526367e-01,4.596436321735382080e-01,4.008752703666687012e-01,7.843929529190063477e-01,1.166125610470771790e-01,6.011460423469543457e-01,5.745735168457031250e-01,5.917718410491943359e-01,6.180202364921569824e-01,4.875317215919494629e-02,8.452211618423461914e-01,5.928789973258972168e-01
2.324658781290054321e-01,4.669197201728820801e-01,1.160902306437492371e-01,7.286392450332641602e-01,1.165602922439575195e+00,-9.262824654579162598e-01,-4.382045269012451172e-01,2.647301554679870605e-01,-1.712935715913772583e-01,1.630854420363903046e-02,1.272050589323043823e-01,2.411732077598571777e-02,-1.067055389285087585e-01,6.124477982521057129e-01,6.148371696472167969e-01,6.654474735260009766e-01,3.392182886600494385e-01,1.049720168113708496e+00,4.439257979393005371e-01,5.076733827590942383e-01,5.817427635192871094e-01,7.216773629188537598e-01,1.841169595718383789e-01,5.708397626876831055e-01,5.960547327995300293e-01,6.914751529693603516e-01,9.930482506752014160e-01,4.699629917740821838e-02,1.054978489875793457e+00,6.183015108108520508e-01
4.276055395603179932e-01,5.780372619628906250e-01,1.915851235389709473e-01,1.630768537521362305e+00,1.105655655264854431e-01,-8.204594254493713379e-01,-3.864071667194366455e-01,-1.562123745679855347e-01,-1.288490146398544312e-01,-2.169245667755603790e-02,1.873809844255447388e-01,8.918863534927368164e-02,2.008012682199478149e-01,6.331751346588134766e-01,6.130431890487670898e-01,6.422936320304870605e-01,3.106491565704345703e-01,7.966387271881103516e-01,4.950769245624542236e-01,6.143803000450134277e-01,7.123626470565795898e-01,7.014802694320678711e-01,1.361673921346664429e-01,6.129500269889831543e-01,6.875877976417541504e-01,7.632201313972473145e-01,9.888573884963989258e-01,1.141222193837165833e-01,1.022809743881225586e+00,6.609351634979248047e-01
3.690078258514404297e-01,5.775691866874694824e-01,4.005893319845199585e-02,1.217022418975830078e+00,4.069952666759490967e-01,-1.044376850128173828e+00,-5.373661518096923828e-01,-1.359850615262985229e-01,-8.093464374542236328e-02,-4.536428023129701614e-03,2.310565561056137085e-01,3.098834073171019554e-03,9.253744035959243774e-03,6.472778916358947754e-01,6.596999764442443848e-01,6.624970436096191406e-01,3.292770981788635254e-01,8.112933039665222168e-01,4.976065158843994141e-01,6.062266230583190918e-01,7.160791158676147461e-01,5.359910130500793457e-01,2.086211442947387695e-01,5.977159142494201660e-01,6.616351604461669922e-01,7.739058732986450195e-01,1.022295951843261719e+00,9.332437068223953247e-02,1.052031874656677246e+00,6.624574661254882812e-01
3.841722309589385986e-01,6.058536767959594727e-01,2.076112180948257446e-01,1.485680222511291504e+00,4.493437409400939941e-01,-1.095902681350708008e+00,-4.080320596694946289e-01,-2.045907825231552124e-02,-2.921015024185180664e-01,1.278193108737468719e-02,8.417356759309768677e-03,9.695631265640258789e-02,-8.078204840421676636e-02,4.832417964935302734e-01,4.636280536651611328e-01,5.568707585334777832e-01,2.115535736083984375e-01,9.680113196372985840e-01,3.349047899246215820e-01,4.136413037776947021e-01,5.409964919090270996e-01,7.687514424324035645e-01,1.904963999986648560e-01,5.166003704071044922e-01,5.633389353752136230e-01,6.850658059120178223e-01,9.320795536041259766e-01,4.711265861988067627e-02,1.036074042320251465e+00,6.505205631256103516e-01
3.970949053764343262e-01,5.996870398521423340e-01,2.049021422863006592e-02,1.282756805419921875e+00,2.490036487579345703e-01,-2.688757181167602539e-01,-4.139548838138580322e-01,-5.547590255737304688e-01,-1.598702073097229004e-01,-2.813547663390636444e-02,5.663882941007614136e-02,1.827611774206161499e-02,-2.031738758087158203e-01,2.266557067632675171e-01,3.888310492038726807e-01,4.357867538928985596e-01,8.719476312398910522e-02,9.877235889434814453e-01,3.663763999938964844e-01,4.121062755584716797e-01,4.607291519641876221e-01,5.254111886024475098e-01,1.928000897169113159e-01,5.891713500022888184e-01,5.812176465988159180e-01,6.351562738418579102e-01,6.554455161094665527e-01,-3.391430526971817017e-02,8.724604845046997070e-01,6.366906762123107910e-01
4.067217111587524414e-01,4.845646023750305176e-01,2.519186735153198242e-01,1.521132230758666992e+00,6.358630210161209106e-02,1.643312573432922363e-01,-4.074620902538299561e-01,-4.439775943756103516e-01,5.950991529971361160e-03,-3.981298953294754028e-02,1.634239256381988525e-01,2.131510972976684570e-01,1.771834343671798706e-01,1.877609938383102417e-01,5.138167738914489746e-01,6.914031505584716797e-01,2.272122204303741455e-01,6.218291521072387695e-01,4.334170520305633545e-01,4.428031146526336670e-01,4.174702465534210205e-01,7.456864118576049805e-01,1.409683972597122192e-01,6.025789976119995117e-01,5.612608790397644043e-01,5.969715714454650879e-01,6.029577255249023438e-01,6.684736907482147217e-02,8.302572965621948242e-01,5.927183032035827637e-01
4.030362963676452637e-01,5.860425829887390137e-01,2.875956296920776367e-01,1.619296193122863770e+00,1.190684586763381958e-01,-4.801477789878845215e-01,-3.749199807643890381e-01,-3.000340759754180908e-01,-1.108560338616371155e-01,-1.110891439020633698e-02,1.620477288961410522e-01,1.354573518037796021e-01,1.801732778549194336e-01,4.944444298744201660e-01,5.980313420295715332e-01,7.473224997520446777e-01,2.162472605705261230e-01,7.713624238967895508e-01,4.858229458332061768e-01,5.835697650909423828e-01,6.808084845542907715e-01,6.243877410888671875e-01,1.062487214803695679e-01,6.093587875366210938e-01,6.616945862770080566e-01,7.246125340461730957e-01,8.991358280181884766e-01,5.484168604016304016e-02,9.993879199028015137e-01,6.202163696289062500e-01
4.054775238037109375e-01,5.315771698951721191e-01,2.598092854022979736e-01,1.195671319961547852e+00,2.059085965156555176e-01,-6.083884835243225098e-01,-3.461763560771942139e-01,-4.354142844676971436e-01,-1.086819842457771301e-01,-2.021267265081405640e-02,1.773606240749359131e-01,1.576972603797912598e-01,-2.535968553274869919e-03,3.597080707550048828e-01,5.454912185668945312e-01,6.420958042144775391e-01,2.294334322214126587e-01,7.941458225250244141e-01,3.828681111335754395e-01,4.819340407848358154e-01,5.138100981712341309e-01,5.211645364761352539e-01,1.255198717117309570e-01,5.885782837867736816e-01,6.002956628799438477e-01,6.321943998336791992e-01,7.484420537948608398e-01,5.379885900765657425e-03,9.625273942947387695e-01,6.007855534553527832e-01
4.662890136241912842e-01,5.053402781486511230e-01,2.042729109525680542e-01,1.577335119247436523e+00,-6.508638616651296616e-03,-3.855268359184265137e-01,-3.972602784633636475e-01,-3.220774531364440918e-01,-7.792145758867263794e-02,1.013807952404022217e-02,1.730378121137619019e-01,1.518327444791793823e-01,1.300576776266098022e-01,3.990457653999328613e-01,5.491324663162231445e-01,6.792941689491271973e-01,2.278893738985061646e-01,7.387315630912780762e-01,4.653098285198211670e-01,5.066406130790710449e-01,5.916967988014221191e-01,6.379711031913757324e-01,1.097240895032882690e-01,6.106669902801513672e-01,6.527491211891174316e-01,7.055022120475769043e-01,8.271912336349487305e-01,-1.606648438610136509e-03,9.746130704879760742e-01,5.893317461013793945e-01
4.650526642799377441e-01,6.684040427207946777e-01,3.715090453624725342e-01,1.771716713905334473e+00,6.461235135793685913e-02,-8.278334140777587891e-01,-1.560212373733520508e-01,-4.908607900142669678e-01,-9.890496730804443359e-02,-5.676528811454772949e-02,1.668879389762878418e-01,3.325225040316581726e-02,3.229062557220458984e-01,5.597628951072692871e-01,6.734425425529479980e-01,6.914827227592468262e-01,1.793379187583923340e-01,9.209107756614685059e-01,6.349797248840332031e-01,6.417150497436523438e-01,7.062624096870422363e-01,4.935633540153503418e-01,5.247819796204566956e-02,7.216465473175048828e-01,7.045879960060119629e-01,7.657205462455749512e-01,7.868468165397644043e-01,6.310191005468368530e-02,9.294613003730773926e-01,6.181551814079284668e-01
3.933723866939544678e-01,6.073688864707946777e-01,3.240180313587188721e-01,1.582569122314453125e+00,2.328124195337295532e-01,-4.811129868030548096e-01,-1.516657024621963501e-01,-5.433686971664428711e-01,-1.123460158705711365e-01,-8.693688362836837769e-02,1.474703848361968994e-01,8.026938885450363159e-02,1.994653046131134033e-01,2.786930501461029053e-01,4.437500238418579102e-01,4.726808071136474609e-01,1.452090293169021606e-01,9.402312636375427246e-01,4.055137336254119873e-01,4.355246722698211670e-01,4.323129653930664062e-01,4.194762706756591797e-01,9.435098618268966675e-02,6.268218159675598145e-01,5.880035758018493652e-01,6.147537827491760254e-01,5.994394421577453613e-01,-4.524671239778399467e-04,8.319281339645385742e-01,6.339142322540283203e-01
3.520873486995697021e-01,6.520037055015563965e-01,2.667401731014251709e-01,1.562295198440551758e+00,2.770457267761230469e-01,-4.596603512763977051e-01,-9.922464936971664429e-02,-5.836075544357299805e-01,-1.186292618513107300e-01,-5.814297497272491455e-02,1.270985752344131470e-01,9.043399989604949951e-02,1.910988241434097290e-01,2.579151093959808350e-01,4.271642267704010010e-01,4.508117437362670898e-01,1.019840911030769348e-01,9.235680103302001953e-01,4.050515890121459961e-01,4.247190952301025391e-01,4.443062245845794678e-01,4.751369655132293701e-01,9.938739985227584839e-02,6.321644783020019531e-01,6.019458174705505371e-01,6.239700913429260254e-01,6.380983591079711914e-01,4.537731874734163284e-03,8.349147439002990723e-01,6.114165782928466797e-01
4.809723794460296631e-01,5.122597813606262207e-01,2.353409528732299805e-01,1.050585985183715820e+00,-2.544847317039966583e-02,-5.290569067001342773e-01,-4.586003422737121582e-01,-2.485162168741226196e-01,-2.485390603542327881e-01,-1.859860420227050781e-01,2.593010962009429932e-01,2.008437812328338623e-01,-3.202303051948547363e-01,1.728144288063049316e-01,4.370537102222442627e-01,5.253368020057678223e-01,1.235955804586410522e-01,8.010606765747070312e-01,3.375556468963623047e-01,4.291258156299591064e-01,4.518199265003204346e-01,2.972719073295593262e-01,1.056239008903503418e-01,5.676175355911254883e-01,5.392710566520690918e-01,5.984793901443481445e-01,6.390733718872070312e-01,-3.886845707893371582e-02,9.360862970352172852e-01,6.177102923393249512e-01
3.893883228302001953e-01,6.863378882408142090e-01,2.887826859951019287e-01,1.668385386466979980e+00,2.669379115104675293e-01,-4.440122544765472412e-01,-1.953276433050632477e-02,-6.119042038917541504e-01,-1.595691442489624023e-01,-8.541518449783325195e-02,1.315302103757858276e-01,7.046958804130554199e-02,2.769236564636230469e-01,2.615074515342712402e-01,4.281021654605865479e-01,4.688871204853057861e-01,5.167613923549652100e-02,9.270952343940734863e-01,4.579174816608428955e-01,4.660310447216033936e-01,4.636361300945281982e-01,4.462097585201263428e-01,7.441996783018112183e-02,6.795130372047424316e-01,6.109368205070495605e-01,6.154962182044982910e-01,5.926731824874877930e-01,1.875837333500385284e-02,7.966015934944152832e-01,6.216167807579040527e-01
4.376906752586364746e-01,5.342590808868408203e-01,2.822850346565246582e-01,1.594230532646179199e+00,-1.476864702999591827e-02,4.331537336111068726e-02,-4.181987047195434570e-01,-2.758589386940002441e-01,-4.459160566329956055e-02,-5.208992958068847656e-02,1.736059784889221191e-01,2.126377522945404053e-01,2.449070364236831665e-01,2.508111000061035156e-01,5.427014827728271484e-01,7.224493026733398438e-01,2.335491478443145752e-01,6.350442767143249512e-01,3.965083956718444824e-01,4.737318754196166992e-01,5.161067843437194824e-01,6.652055382728576660e-01,1.230204403400421143e-01,5.938835740089416504e-01,6.049289703369140625e-01,6.421863436698913574e-01,7.032938599586486816e-01,7.615007460117340088e-02,8.947814106941223145e-01,6.010071039199829102e-01
4.158203601837158203e-01,5.188066363334655762e-01,4.009738862514495850e-01,1.491702556610107422e+00,3.510605990886688232e-01,-5.795000195503234863e-01,-3.443351387977600098e-01,-4.480599462985992432e-01,-1.262233406305313110e-01,1.094341278076171875e-04,1.718993335962295532e-01,8.371024578809738159e-02,1.813604980707168579e-01,5.502815246582031250e-01,5.856595635414123535e-01,6.680713891983032227e-01,2.147155106067657471e-01,8.725761771202087402e-01,5.067412853240966797e-01,6.058592796325683594e-01,6.764248609542846680e-01,5.894920825958251953e-01,7.066357135772705078e-02,6.475611329078674316e-01,6.634092330932617188e-01,7.346846461296081543e-01,8.734918832778930664e-01,7.006332278251647949e-02,9.706242084503173828e-01,6.335811614990234375e-01
4.967838525772094727e-01,6.655008196830749512e-01,9.189842641353607178e-02,1.212700963020324707e+00,2.807704210281372070e-01,-9.942117333412170410e-01,6.637720018625259399e-02,1.464657932519912720e-01,-1.918338835239410400e-01,-1.265230476856231689e-01,2.268812358379364014e-01,6.042609922587871552e-03,-8.819799125194549561e-02,6.621648073196411133e-01,5.738766789436340332e-01,4.638075530529022217e-01,2.644743025302886963e-01,1.063305854797363281e+00,3.500051796436309814e-01,4.928826689720153809e-01,6.955462098121643066e-01,3.601815700531005859e-01,1.950638890266418457e-01,5.388720631599426270e-01,6.372623443603515625e-01,8.142471313476562500e-01,1.021004199981689453e+00,7.685665786266326904e-02,1.081517457962036133e+00,7.901482582092285156e-01
